"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.40231,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.73928,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.21495,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.6049,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.9862,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.4938,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.7512,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.7846,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-08",100.7448,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-09",100.6227,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.31,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.88996,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.52814,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.26897,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2022-02",99.18667,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2022-03",99.0591,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2022-04",98.84754,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.388,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.2826,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.0958,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-04",99.81992,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-05",99.73207,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-06",99.87839,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.2111,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.4425,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.603,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.7356,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.8346,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.96,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-01",101.1165,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-02",101.1954,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-03",101.1472,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.9736,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.8011,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.56,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.2048,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-08",99.95826,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-09",99.79725,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-10",99.62655,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-11",99.53851,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1996-12",99.48866,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-01",99.35901,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-02",99.0822,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-03",98.42452,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-04",97.33706,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-05",96.63809,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-06",96.25381,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-07",95.96687,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-08",95.80056,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-09",95.66228,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-10",95.46021,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-11",95.31595,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1997-12",95.22192,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-01",95.16091,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-02",95.27441,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-03",95.65124,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-04",96.28837,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-05",96.73885,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-06",97.03416,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-07",97.28321,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-08",97.37711,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-09",97.33414,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-10",97.15641,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-11",96.97176,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1998-12",96.71648,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-01",96.29517,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-02",95.91029,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-03",95.69139,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-04",95.75809,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-05",95.84496,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-06",96.10119,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-07",96.06303,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-08",95.88287,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-09",96.02078,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-10",96.63258,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-11",97.11009,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","1999-12",97.42496,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-01",97.5026,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-02",97.45189,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-03",97.43803,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-04",97.65903,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-05",97.91394,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-06",98.05022,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-07",98.1297,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-08",98.34175,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-09",98.55252,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-10",98.687,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-11",98.59246,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2000-12",98.44864,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-01",98.86219,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-02",99.5006,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-03",99.99052,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.1458,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-05",99.99737,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.0093,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.1133,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2413,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.4444,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.74,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-11",101.0081,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2001-12",101.1895,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.3412,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.5281,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.746,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-04",102.1059,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-05",102.1954,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-06",102.0554,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.7195,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.2049,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-09",100.75,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-10",100.5371,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-11",100.6,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2002-12",100.6712,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-01",100.73,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-02",100.74,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-03",100.7361,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-04",100.5919,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.321,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.097,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-07",99.83202,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-08",99.72183,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-09",99.64478,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-10",99.12331,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-11",98.8121,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2003-12",98.54403,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-01",98.30982,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-02",98.08051,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-03",98.14067,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-04",98.50082,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-05",99.08485,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-06",99.49361,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-07",99.88133,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-08",99.77959,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-09",99.5908,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-10",99.67509,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.0935,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.6227,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.9802,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-02",101.1369,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-03",101.1575,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-04",101.2664,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-05",101.4314,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-06",101.6506,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-07",101.6637,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-08",101.451,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-09",101.3186,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-10",101.3692,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-11",101.6095,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2005-12",101.7013,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-01",101.9342,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-02",102.0946,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-03",102.2472,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-04",102.3025,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-05",102.2603,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-06",102.1788,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-07",101.9949,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-08",101.8274,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-09",101.7408,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-10",101.7393,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-11",101.7792,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.9191,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-01",102.0071,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-02",102.0367,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.8852,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.6306,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.6041,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.6297,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.6452,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.5771,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-09",101.1273,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.4105,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.56221,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.18364,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.55589,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-02",100.276,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-03",100.8255,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-04",100.84,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.4269,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",100.0012,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",100.1056,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",100.3257,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",100.2006,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.67113,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.08104,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.51858,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.25787,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.18276,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.59207,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",99.08653,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.52094,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.50971,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",99.40343,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.45848,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.37393,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.35047,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.4818,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.38206,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.29218,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.43702,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.69442,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.89594,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.94077,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.94074,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.75475,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.40949,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.03802,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",98.70511,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.58069,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.43115,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.3131,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.12879,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",97.76893,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",97.51977,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",97.25955,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.07895,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.17001,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",97.21455,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",97.08535,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",96.72722,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",96.08824,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",95.77496,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",95.80997,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",95.87104,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",95.65212,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",95.54488,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",95.57043,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",95.9569,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",96.42075,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",96.69621,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",96.49225,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",96.13303,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",96.06876,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.3685,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.95768,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.36794,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.58365,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.70586,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",97.93475,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.15022,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.50002,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.96136,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.31306,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.49098,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.5334,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.47736,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.66282,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.0213,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.5093,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.8984,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.0542,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.1175,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.0257,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.9945,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.1396,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.5323,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.9306,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",102.1541,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",102.1562,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",102.0229,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.0947,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.2336,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.3453,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",102.3143,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.19,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.1675,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.2664,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.5022,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.688,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",102.793,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.8805,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.8294,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",102.7669,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",102.7231,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",102.6693,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",102.5117,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",102.3931,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",102.5781,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",102.9773,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",103.186,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",103.2472,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",103.246,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",103.2972,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",103.2992,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",103.2292,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",103.1663,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.9403,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",102.7644,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.6684,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.8732,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",103.3174,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",103.7494,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",104.0009,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",104.0502,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",104.1422,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",104.2434,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",104.3714,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",104.3203,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",104.1757,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.8963,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.5569,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",103.4055,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",103.5338,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",103.6084,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",103.6331,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2018-12",103.7753,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-01",103.7973,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-02",103.6314,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-03",103.3332,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-04",103.0499,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-05",102.8723,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-06",102.8216,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.8038,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-08",102.7846,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",102.8316,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",102.9353,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",103.1114,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2019-12",103.222,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",102.9733,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.2995,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",101.2411,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-04",100.0731,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-05",100.0424,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-06",100.3519,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-07",100.5181,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-08",100.359,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.97607,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.29462,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.06562,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.39357,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.47034,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.42562,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.65606,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.4,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-05",101.1835,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.6149,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.6126,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.495,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.0419,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.1071,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.04681,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2021-12",98.68906,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.49776,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.97018,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2022-03",96.8034,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2022-04",95.81802,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1982-04",100.5261,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1982-05",100.3351,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1982-06",100.1579,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1982-07",100.0233,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1982-08",99.96253,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1982-09",99.95395,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1982-10",99.98386,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1982-11",100.0551,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1982-12",100.157,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1983-01",100.29,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1983-02",100.4553,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1983-03",100.6233,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","1983-04",100.7518,
