Symbol,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,index,sector,sector_risk_trend_factor,index,Sector
MERC,17.170000076293945,17.170000076293945,17.170000076293945,-2.7441867743325017,3.8699989318847656,1.1389735256801283,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
CVS,90.61000061035156,111.25,111.25,-2.7515514149388647,14.490005493164062,0.7466272587628409,VHT,SPY,-3.4557028891925015,SP500,Healthcare
CSR,78.76000213623047,112.2699966430664,112.2699966430664,-2.7589601065891647,25.389999389648438,1.1983966718614245,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
BRX,24.420000076293945,27.190000534057617,27.190000534057617,-2.7597766270936215,7.159999847412109,0.916315528094159,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
AAPL,145.08999633789062,182.94000244140625,182.94000244140625,-2.7606840045189487,37.44000244140625,0.8435966749232506,VGT,SPY,-4.675845515129833,SP500,Technology
PLUS,53.81999969482422,69.73999786376953,69.73999786376953,-2.761181678606892,12.520000457763672,1.0683803614568734,VGT,SLY,-4.675845515129833,SP600,Technology
ASIX,33.279998779296875,57.099998474121094,57.099998474121094,-2.7754441134646175,16.192001342773438,0.9276455020268466,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
FE,39.22999954223633,48.849998474121094,48.849998474121094,-2.77703260379535,10.450000762939453,1.0360405485299566,VPU,SPY,-2.1994881217580775,SP500,Utilities
D,81.08000183105469,88.77999877929688,88.77999877929688,-2.7808753314682355,12.550003051757812,1.075103182294491,VPU,SPY,-2.1994881217580775,SP500,Utilities
PKG,156.5399932861328,168.5,168.5,-2.7822696990295164,26.960006713867188,1.0323289878331312,VCR,SPY,-4.922557664121128,SP500,Consumer Cyclical
PFG,67.97000122070312,80.36000061035156,80.36000061035156,-2.7825704871457213,11.59000015258789,1.1712867035213204,VFH,SPY,-5.109939700201536,SP500,Financial Services
AXP,167.13999938964844,199.5500030517578,199.5500030517578,-2.7827926416723274,47.41999816894531,0.8469100071706014,VFH,SPY,-5.109939700201536,SP500,Financial Services
HUBG,74.94999694824219,87.20999908447266,87.20999908447266,-2.7833870854907703,15.050003051757812,1.0250109715033289,VIS,SLY,-4.796058856279677,SP600,Industrials
ROP,466.6199951171875,505.0,505.0,-2.7867921692240705,117.95999145507812,1.5372322182293001,VIS,SPY,-4.796058856279677,SP500,Industrials
MKC,98.08999633789062,107.3499984741211,107.3499984741211,-2.790112098951018,22.25,1.0748110274240208,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
GCO,63.290000915527344,73.72000122070312,73.72000122070312,-2.790970657503216,16.170001983642578,1.3743769086624922,VCR,SLY,-4.922557664121128,SP600,Consumer Cyclical
APOG,42.70000076293945,50.45000076293945,50.45000076293945,-2.7952250076013714,10.889999389648438,1.1785432059330199,VIS,SLY,-4.796058856279677,SP600,Industrials
TDY,457.7900085449219,493.9700012207031,493.9700012207031,-2.799937178937424,126.1099853515625,1.1675479726066784,VGT,SPY,-4.675845515129833,SP500,Technology
LPX,76.3499984741211,79.7699966430664,79.7699966430664,-2.801247403225456,25.659996032714844,1.0023798203479484,VIS,MDYG,-4.796058856279677,SP400,Industrials
AVGO,495.1400146484375,677.760009765625,677.760009765625,-2.8015359816667793,121.1300048828125,1.3511623867014793,VGT,SPY,-4.675845515129833,SP500,Technology
NXGN,20.270000457763672,21.8700008392334,21.8700008392334,-2.803029958992012,4.620000839233398,1.0266667088228627,VHT,SLY,-3.4557028891925015,SP600,Healthcare
CL,85.4000015258789,85.61000061035156,85.61000061035156,-2.814050065535551,9.680000305175781,1.1042631403684258,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
DRH,11.09000015258789,11.09000015258789,11.149999618530273,-2.8150685110466185,2.9200000762939453,0.920648345247541,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
LAMR,107.94999694824219,124.31999969482422,124.31999969482422,-2.8196669752311054,31.220001220703125,1.4527962420509652,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
NUE,110.97000122070312,187.89999389648438,187.89999389648438,-2.8214822008766918,53.159996032714844,0.900136231860677,VAW,SPY,-3.0005761103878554,SP500,Basic Materials
NVT,33.290000915527344,39.529998779296875,39.529998779296875,-2.8219572561579898,6.740001678466797,0.7877828452175416,VIS,MDYG,-4.796058856279677,SP400,Industrials
UE,19.959999084472656,19.959999084472656,19.959999084472656,-2.822201507936223,5.314998626708984,1.2237620988626454,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
MAR,159.97999572753906,195.89999389648438,195.89999389648438,-2.8231106228298612,45.0,0.9154227312595283,VCR,SPY,-4.922557664121128,SP500,Consumer Cyclical
CDNS,149.0800018310547,192.6999969482422,192.6999969482422,-2.8267432192707194,31.8599853515625,0.9789121716692976,VGT,SPY,-4.675845515129833,SP500,Technology
RJF,92.37333679199219,117.37000274658203,117.37000274658203,-2.834326594160899,20.139999389648438,1.4823462293092167,VFH,SPY,-5.109939700201536,SP500,Financial Services
AMT,272.20001220703125,303.7200012207031,303.7200012207031,-2.8345224949787786,49.06999206542969,1.3726194152493176,VNQ,SPY,-3.1219821557705014,SP500,Real Estate
BRK-B,295.0799865722656,362.1000061035156,362.1000061035156,-2.8443727407594026,71.71002197265625,0.9797505228229993,VFH,SPY,-5.109939700201536,SP500,Financial Services
RGLD,129.69000244140625,147.6999969482422,147.6999969482422,-2.8450367115162036,33.75,1.3461173396412305,VAW,MDYG,-3.0005761103878554,SP400,Basic Materials
SIGI,78.98999786376953,94.3499984741211,94.3499984741211,-2.845056079090234,11.230003356933594,1.1881267750050057,VFH,MDYG,-5.109939700201536,SP400,Financial Services
MET,67.68000030517578,73.18000030517578,73.18000030517578,-2.8471476825613737,9.290000915527344,0.9925683237864118,VFH,SPY,-5.109939700201536,SP500,Financial Services
UGI,48.20000076293945,48.54999923706055,48.54999923706055,-2.851389932271753,10.430000305175781,1.2069265248642935,VPU,MDYG,-2.1994881217580775,SP400,Utilities
CHCO,86.30000305175781,86.30000305175781,86.30000305175781,-2.853881411101292,6.569999694824219,1.286186162688159,VFH,SLY,-5.109939700201536,SP600,Financial Services
CHX,28.079999923706055,28.079999923706055,28.079999923706055,-2.8560373793144174,6.459999084472656,1.0701018388361263,VDE,MDYG,0.398770805657576,SP400,Energy
SEDG,377.0,389.7099914550781,389.7099914550781,-2.856398772144192,107.51998901367188,0.7670848904818868,VGT,SPY,-4.675845515129833,SP500,Technology
R,89.6500015258789,93.05000305175781,93.05000305175781,-2.861151178837662,21.029998779296875,1.2316508091960718,VIS,MDYG,-4.796058856279677,SP400,Industrials
MRTN,18.100000381469727,19.940000534057617,19.940000534057617,-2.873287387134934,2.9200000762939453,1.141292488495996,VIS,SLY,-4.796058856279677,SP600,Industrials
AFL,57.56999969482422,67.19999694824219,67.19999694824219,-2.8740222511553055,10.240001678466797,0.8846931337916427,VFH,SPY,-5.109939700201536,SP500,Financial Services
GL,108.22000122070312,108.61000061035156,108.61000061035156,-2.8803354370671093,14.290000915527344,1.0974717198087238,VFH,SPY,-5.109939700201536,SP500,Financial Services
CLDT,14.949999809265137,15.119999885559082,15.119999885559082,-2.8819997787475584,5.0,1.0509299190025507,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
INCY,88.26000213623047,88.26000213623047,88.26000213623047,-2.8854964832958983,15.720001220703125,0.998463061027651,VHT,SPY,-3.4557028891925015,SP500,Healthcare
AAP,210.17999267578125,244.5500030517578,244.5500030517578,-2.888139249006228,63.74000549316406,1.1591687021149835,VCR,SPY,-4.922557664121128,SP500,Consumer Cyclical
BHF,49.98500061035156,62.33000183105469,62.33000183105469,-2.8990638701744023,17.09000015258789,0.8933670494022301,VFH,MDYG,-5.109939700201536,SP400,Financial Services
VZ,56.849998474121094,56.849998474121094,56.849998474121094,-2.9017147094372993,6.409999847412109,1.0834733922017774,VOX,SPY,-9.214648609430018,SP500,Communication Services
NARI,100.0,100.0,100.0,-2.9087300449972773,37.80000305175781,,VHT,MDYG,-3.4557028891925015,SP400,Healthcare
HPE,16.739999771118164,17.760000228881836,17.760000228881836,-2.913104593501806,3.6249990463256836,1.1293056862688968,VGT,SPY,-4.675845515129833,SP500,Technology
CHH,123.7699966430664,157.4600067138672,157.4600067138672,-2.914894472957637,32.42999267578125,1.3101946515863991,VCR,MDYG,-4.922557664121128,SP400,Consumer Cyclical
CASY,216.39999389648438,216.39999389648438,216.39999389648438,-2.9174211825695404,33.06001281738281,1.3913106786699698,VCR,MDYG,-4.922557664121128,SP400,Consumer Cyclical
PCRX,73.19999694824219,82.16000366210938,82.16000366210938,-2.9298505720621852,26.800003051757812,0.9514429926374278,VHT,SLY,-3.4557028891925015,SP600,Healthcare
EW,105.0999984741211,131.72999572753906,131.72999572753906,-2.9303412436514362,34.30999755859375,1.087333919572556,VHT,SPY,-3.4557028891925015,SP500,Healthcare
WTW,249.6999969482422,249.6999969482422,249.6999969482422,-2.934186635364296,54.69999694824219,0.7795039649462386,VFH,SPY,-5.109939700201536,SP500,Financial Services
HOLX,81.04000091552734,81.04000091552734,81.04000091552734,-2.940459266308415,13.099998474121094,1.0940105713124908,VHT,SPY,-3.4557028891925015,SP500,Healthcare
KRC,74.05000305175781,79.05999755859375,79.05999755859375,-2.94051599018711,26.730003356933594,1.0396637282396333,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
REG,68.4000015258789,78.77999877929688,78.77999877929688,-2.9427086736685206,17.279998779296875,0.9845542102483477,VNQ,SPY,-3.1219821557705014,SP500,Real Estate
WRK,54.779998779296875,54.779998779296875,54.779998779296875,-2.943624398193011,14.89999771118164,1.0379746811384343,VCR,SPY,-4.922557664121128,SP500,Consumer Cyclical
SNA,235.36000061035156,235.36000061035156,235.36000061035156,-2.948545596938725,38.47999572753906,0.79147447160784,VIS,SPY,-4.796058856279677,SP500,Industrials
RHI,92.31999969482422,125.7699966430664,125.7699966430664,-2.9490961235881374,35.94999694824219,1.2788240037365182,VIS,SPY,-4.796058856279677,SP500,Industrials
EGP,171.4199981689453,229.83999633789062,229.83999633789062,-2.959196775343431,59.80000305175781,1.6614233992590997,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
HSIC,83.44999694824219,92.68000030517578,92.68000030517578,-2.959424400083883,15.279998779296875,0.7727543161423494,VHT,SPY,-3.4557028891925015,SP500,Healthcare
MAA,172.3300018310547,231.6300048828125,231.6300048828125,-2.9639135971265786,48.769989013671875,1.1273645956848748,VNQ,SPY,-3.1219821557705014,SP500,Real Estate
HR,33.77000045776367,33.77000045776367,33.77000045776367,-2.967611366253674,7.409999847412109,2.5349903430554463,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
CAH,62.11000061035156,64.52999877929688,64.52999877929688,-2.9692549612666275,12.360000610351562,0.8520569846007513,VHT,SPY,-3.4557028891925015,SP500,Healthcare
MTRN,80.69999694824219,96.0,96.0,-2.9726393694780002,18.639999389648438,1.0646598858225376,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
SLM,20.81999969482422,21.399999618530273,21.399999618530273,-2.9766604891852984,5.569999694824219,0.7650339483940947,VFH,MDYG,-5.109939700201536,SP400,Financial Services
DOW,71.37999725341797,71.86000061035156,71.86000061035156,-2.9892922952635113,16.80999755859375,1.2611755865426084,VAW,SPY,-3.0005761103878554,SP500,Basic Materials
TMUS,148.6999969482422,150.1999969482422,150.1999969482422,-2.9917042967261533,18.079994201660156,0.9017548903885395,VOX,SPY,-9.214648609430018,SP500,Communication Services
NSA,51.43000030517578,70.04000091552734,70.04000091552734,-3.0011578754960433,17.279998779296875,1.6228281948249448,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
CAT,237.89999389648438,237.89999389648438,237.89999389648438,-3.0036153167595754,41.480010986328125,0.8867479965445988,VIS,SPY,-4.796058856279677,SP500,Industrials
AKAM,120.68000030517578,123.25,123.25,-3.0250948402953166,31.480003356933594,1.0408114668424038,VGT,SPY,-4.675845515129833,SP500,Technology
VRSK,210.66000366210938,231.57000732421875,231.57000732421875,-3.041425034505255,58.660003662109375,1.0093875596935027,VIS,SPY,-4.796058856279677,SP500,Industrials
USPH,123.37999725341797,123.37999725341797,123.37999725341797,-3.041957678191531,17.159996032714844,0.7443029217619035,VHT,SLY,-3.4557028891925015,SP600,Healthcare
DAL,46.27000045776367,46.27000045776367,46.27000045776367,-3.043152242566082,15.989999771118164,0.9056791807193011,VIS,SPY,-4.796058856279677,SP500,Industrials
NVEE,109.3949966430664,141.47999572753906,141.47999572753906,-3.052843262999186,22.027000427246094,0.9075274918151404,VIS,SLY,-4.796058856279677,SP600,Industrials
HUBB,201.05999755859375,212.5399932861328,212.5399932861328,-3.0541498477937843,33.97999572753906,1.074733691015347,VIS,MDYG,-4.796058856279677,SP400,Industrials
UAL,55.4900016784668,55.4900016784668,55.4900016784668,-3.059613764952764,18.619998931884766,0.6091173791871866,VIS,SPY,-4.796058856279677,SP500,Industrials
PFGC,58.130001068115234,58.130001068115234,58.130001068115234,-3.065342755789982,15.610000610351562,1.2155207490736326,VDC,MDYG,-2.069744979067942,SP400,Consumer Defensive
OC,101.12000274658203,101.12000274658203,101.12000274658203,-3.067254437602354,24.979995727539062,1.0871210336951715,VIS,MDYG,-4.796058856279677,SP400,Industrials
ACM,70.04000091552734,79.97000122070312,79.97000122070312,-3.0895171176880467,12.39999771118164,0.6548431129637466,VIS,MDYG,-4.796058856279677,SP400,Industrials
MPWR,406.75,580.0,580.0,-3.091550998152044,106.17001342773438,1.0835318518136843,VGT,SPY,-4.675845515129833,SP500,Technology
PEB,26.420000076293945,26.450000762939453,26.450000762939453,-3.0935336475246094,8.65999984741211,0.9315391493015399,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
UBSI,39.79999923706055,39.79999923706055,39.79999923706055,-3.095743204361416,4.700000762939453,0.9743477022630549,VFH,MDYG,-5.109939700201536,SP400,Financial Services
XHR,20.40999984741211,20.40999984741211,20.40999984741211,-3.0964464899943263,5.909999847412109,0.9701657992695873,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
DOC,19.299999237060547,19.299999237060547,19.299999237060547,-3.099173456013153,2.4200000762939453,1.341942347953546,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
GPI,175.0399932861328,212.22999572753906,212.22999572753906,-3.1069900539622983,32.90000915527344,1.0644637541640736,VCR,SLY,-4.922557664121128,SP600,Consumer Cyclical
RE,281.2699890136719,308.20001220703125,308.20001220703125,-3.107859250952628,27.350006103515625,0.8853044134064622,VFH,SPY,-5.109939700201536,SP500,Financial Services
ABM,54.0,54.0,54.0,-3.111379929087884,12.389999389648438,1.2162868087719134,VIS,SLY,-4.796058856279677,SP600,Industrials
LECO,136.0399932861328,148.5399932861328,148.5399932861328,-3.1117321055003337,19.68999481201172,1.0732516093354636,VIS,MDYG,-4.796058856279677,SP400,Industrials
BSX,44.630001068115234,47.5,47.5,-3.1134758543550745,9.869998931884766,0.987599441058463,VHT,SPY,-3.4557028891925015,SP500,Healthcare
MOG-A,90.01000213623047,90.01000213623047,90.01000213623047,-3.114218591887946,12.870002746582031,1.5234815960261303,VIS,SLY,-4.796058856279677,SP600,Industrials
UNFI,42.400001525878906,57.88999938964844,57.88999938964844,-3.1144196728329625,12.760002136230469,0.5935648211977126,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
ENV,85.98999786376953,85.98999786376953,85.98999786376953,-3.1223716953556933,31.87000274658203,1.5555700943438129,VGT,MDYG,-4.675845515129833,SP400,Technology
IDA,104.95999908447266,118.91999816894531,118.91999816894531,-3.140613874320078,15.290000915527344,0.8395883219917104,VPU,MDYG,-2.1994881217580775,SP400,Utilities
CRS,44.959999084472656,44.959999084472656,44.959999084472656,-3.143674071605877,13.989999771118164,0.7784706281163348,VIS,SLY,-4.796058856279677,SP600,Industrials
NSP,95.77999877929688,129.32000732421875,129.32000732421875,-3.1466782165007254,23.93000030517578,0.9299697426095714,VIS,MDYG,-4.796058856279677,SP400,Industrials
PLAY,49.439998626708984,52.53499984741211,52.53499984741211,-3.1475502038399306,17.959999084472656,0.49595531996380704,VOX,SLY,-9.214648609430018,SP600,Communication Services
INVA,14.180000305175781,20.709999084472656,20.709999084472656,-3.148648707861447,3.6999998092651367,1.307267668171316,VHT,SLY,-3.4557028891925015,SP600,Healthcare
VMI,265.0899963378906,277.0,277.0,-3.15110639894806,47.44999694824219,0.7766744277853812,VIS,MDYG,-4.796058856279677,SP400,Industrials
HIG,69.94000244140625,78.16999816894531,78.16999816894531,-3.157520245226104,9.84000015258789,0.8433799962194249,VFH,SPY,-5.109939700201536,SP500,Financial Services
BXP,124.23999786376953,133.11000061035156,133.11000061035156,-3.1575365231073698,38.149993896484375,0.9019427808399019,VNQ,SPY,-3.1219821557705014,SP500,Real Estate
MA,399.9200134277344,399.9200134277344,399.9200134277344,-3.1608788999333695,78.32000732421875,0.7667985935151899,VFH,SPY,-5.109939700201536,SP500,Financial Services
ASGN,110.5199966430664,131.88999938964844,131.88999938964844,-3.1631261553549783,40.94999694824219,1.6450121229670314,VGT,MDYG,-4.675845515129833,SP400,Technology
CLH,96.47000122070312,118.88999938964844,118.88999938964844,-3.1689216189650153,25.87000274658203,1.1088368937571698,VIS,MDYG,-4.796058856279677,SP400,Industrials
PEAK,35.310001373291016,37.689998626708984,37.689998626708984,-3.1706248488128304,11.369998931884766,1.508301175836211,VNQ,SPY,-3.1219821557705014,SP500,Real Estate
PNM,50.0099983215332,50.11000061035156,50.11000061035156,-3.1820047679821264,4.8899993896484375,0.623357014213338,VPU,MDYG,-2.1994881217580775,SP400,Utilities
RC,16.510000228881836,16.780000686645508,16.780000686645508,-3.184091237162784,4.399999618530273,2.592879780560507,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
ALL,140.0,144.4600067138672,144.4600067138672,-3.1919609926957153,19.899993896484375,0.9751823201507382,VFH,SPY,-5.109939700201536,SP500,Financial Services
STE,216.74000549316406,255.92999267578125,255.92999267578125,-3.204030985075096,44.65000915527344,1.0570528860467172,VHT,SPY,-3.4557028891925015,SP500,Healthcare
ETD,28.09000015258789,28.09000015258789,28.09000015258789,-3.215172603212554,7.25,0.8671720314725828,VCR,SLY,-4.922557664121128,SP600,Consumer Cyclical
CVET,29.014999389648438,29.014999389648438,29.014999389648438,-3.2170292765788466,7.810000419616699,3.792487494159798,VHT,SLY,-3.4557028891925015,SP600,Healthcare
ARW,124.76000213623047,137.9499969482422,137.9499969482422,-3.219467576432334,22.600006103515625,1.4118268042519238,VGT,MDYG,-4.675845515129833,SP400,Technology
J,145.97000122070312,150.32000732421875,150.32000732421875,-3.2310467676450316,25.05999755859375,0.9195691845739459,VIS,SPY,-4.796058856279677,SP500,Industrials
ATGE,40.22999954223633,40.22999954223633,40.22999954223633,-3.2325895507854843,7.60999870300293,1.3420971163093722,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
PRA,27.549999237060547,27.549999237060547,27.549999237060547,-3.237910933091908,5.170000076293945,0.9525827266274639,VFH,SLY,-5.109939700201536,SP600,Financial Services
TTMI,15.359999656677246,15.890000343322754,15.890000343322754,-3.2422141081083757,2.890000343322754,0.7392729759593085,VGT,SLY,-4.675845515129833,SP600,Technology
PRU,109.16999816894531,124.22000122070312,124.22000122070312,-3.242630677396268,23.410003662109375,0.9249396352541583,VFH,SPY,-5.109939700201536,SP500,Financial Services
UNIT,13.399999618530273,14.600000381469727,14.600000381469727,-3.251351962288107,3.6999998092651367,0.9085485424596126,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
X,29.969999313354492,39.25,39.25,-3.28071335345666,15.139999389648438,0.7967172864989783,VAW,MDYG,-3.0005761103878554,SP400,Basic Materials
TR,38.058250427246094,38.09000015258789,38.09000015258789,-3.2832451518905983,4.760002136230469,0.55443810186808,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
CNXN,51.47999954223633,54.790000915527344,54.790000915527344,-3.283372120551568,8.540000915527344,1.047596488030854,VGT,SLY,-4.675845515129833,SP600,Technology
TXT,70.68000030517578,79.44999694824219,79.44999694824219,-3.2835825883408365,15.409996032714844,1.0458057154738363,VIS,SPY,-4.796058856279677,SP500,Industrials
TGI,22.010000228881836,27.850000381469727,27.850000381469727,-3.2871921071265424,12.569998741149902,0.8752927945956489,VIS,SLY,-4.796058856279677,SP600,Industrials
TGT,237.97000122070312,268.9800109863281,268.9800109863281,-3.289357567086474,103.91999816894531,1.9866907123251147,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
CTAS,378.5,461.44000244140625,461.44000244140625,-3.292368786233502,68.68002319335938,1.2931025071933255,VIS,SPY,-4.796058856279677,SP500,Industrials
CCI,200.47000122070312,209.8699951171875,209.8699951171875,-3.3021127117165947,40.68000793457031,1.0448082817577486,VNQ,SPY,-3.1219821557705014,SP500,Real Estate
TSLA,900.4000244140625,1243.489990234375,1243.489990234375,-3.3050894052534665,379.42999267578125,0.8588358805325585,VCR,SPY,-4.922557664121128,SP500,Consumer Cyclical
CR,99.93000030517578,114.87000274658203,114.87000274658203,-3.308029677975288,22.790000915527344,1.0647047902984972,VIS,MDYG,-4.796058856279677,SP400,Industrials
BLDR,53.9900016784668,86.4800033569336,86.4800033569336,-3.311775641335396,22.419998168945312,1.2899939303864185,VIS,MDYG,-4.796058856279677,SP400,Industrials
RPT,14.0,14.989999771118164,14.989999771118164,-3.3168101734022306,4.640000343322754,1.0988581967684028,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
LYV,94.62999725341797,127.75,127.75,-3.320594798646679,29.56999969482422,0.8529425006727589,VOX,SPY,-9.214648609430018,SP500,Communication Services
DCOM,35.869998931884766,38.349998474121094,38.349998474121094,-3.326843218034661,7.189998626708984,1.0123116261785583,VFH,SLY,-5.109939700201536,SP600,Financial Services
FDS,365.7699890136719,495.3999938964844,495.3999938964844,-3.330877853860162,84.13998413085938,1.0598769812378945,VFH,SPY,-5.109939700201536,SP500,Financial Services
OFC,30.309999465942383,30.510000228881836,30.510000228881836,-3.3323932704463677,3.5500011444091797,1.2458061117247177,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
ANET,93.62249755859375,148.57000732421875,148.57000732421875,-3.341155804801351,32.70500183105469,0.8912909409495005,VGT,SPY,-4.675845515129833,SP500,Technology
PCAR,97.55999755859375,97.55999755859375,97.55999755859375,-3.346153545191459,11.699996948242188,1.1471266766650277,VIS,SPY,-4.796058856279677,SP500,Industrials
PK,21.770000457763672,21.770000457763672,21.770000457763672,-3.3466669718424478,6.75,1.0313473771764585,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
AXL,11.5,11.5,11.5,-3.35409852519725,3.049999713897705,1.3134145241187645,VCR,SLY,-4.922557664121128,SP600,Consumer Cyclical
FHI,34.560001373291016,39.81999969482422,39.81999969482422,-3.357746051318421,7.100000381469727,1.1027697133838095,VFH,MDYG,-5.109939700201536,SP400,Financial Services
CBSH,74.72000122070312,74.72000122070312,74.72000122070312,-3.3602705480962265,8.90999984741211,1.0065923331203235,VFH,MDYG,-5.109939700201536,SP400,Financial Services
AHH,14.380000114440918,15.800000190734863,15.800000190734863,-3.3705357180870315,2.239999771118164,0.9884847441748358,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
DE,400.3399963378906,446.760009765625,446.760009765625,-3.3717096603595205,90.76998901367188,1.00248216121874,VIS,SPY,-4.796058856279677,SP500,Industrials
SLP,57.959999084472656,57.959999084472656,57.959999084472656,-3.3791070265315915,11.869998931884766,0.6363419545220729,VHT,SLY,-3.4557028891925015,SP600,Healthcare
EEFT,149.9199981689453,149.9199981689453,149.9199981689453,-3.3853475398419235,40.95000457763672,0.8721305447937592,VGT,MDYG,-4.675845515129833,SP400,Technology
SXC,8.149999618530273,9.819999694824219,9.819999694824219,-3.389162032773038,2.0300002098083496,1.0433763500351283,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
AAT,38.97999954223633,40.83000183105469,40.83000183105469,-3.4066051735401746,9.690000534057617,0.9202238667894612,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
PCH,61.5099983215332,61.5099983215332,61.5099983215332,-3.4102559922532305,14.040000915527344,1.2621120588374752,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
TRN,31.719999313354492,35.349998474121094,35.349998474121094,-3.4104549842468734,8.990001678466797,1.8108189854548056,VIS,SLY,-4.796058856279677,SP600,Industrials
CNO,26.739999771118164,26.739999771118164,26.739999771118164,-3.413265268885062,7.840000152587891,1.1529120298796398,VFH,MDYG,-5.109939700201536,SP400,Financial Services
DFS,125.37999725341797,135.69000244140625,135.69000244140625,-3.4184008099355654,33.150001525878906,0.9009721033907727,VFH,SPY,-5.109939700201536,SP500,Financial Services
GATX,106.30999755859375,127.58000183105469,127.58000183105469,-3.4313641074385943,23.019996643066406,0.8000583217875876,VIS,MDYG,-4.796058856279677,SP400,Industrials
JOE,55.4900016784668,62.209999084472656,62.209999084472656,-3.4572486534099705,18.830001831054688,1.1757745172649128,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
CTSH,82.7300033569336,93.47000122070312,93.47000122070312,-3.4575746467383643,19.209999084472656,0.9642132449090738,VGT,SPY,-4.675845515129833,SP500,Technology
CHE,539.8699951171875,539.8699951171875,539.8699951171875,-3.4653637452818855,77.22998046875,0.8182657490836058,VHT,MDYG,-3.4557028891925015,SP400,Healthcare
DBI,18.299999237060547,18.299999237060547,18.299999237060547,-3.470269459403242,3.6999998092651367,0.9183896800665936,VCR,SLY,-4.922557664121128,SP600,Consumer Cyclical
TBI,29.899999618530273,32.90999984741211,32.90999984741211,-3.473159843579848,13.039999008178711,1.4547173965903266,VIS,SLY,-4.796058856279677,SP600,Industrials
JBL,58.95000076293945,72.11000061035156,72.11000061035156,-3.47386782738029,11.479999542236328,1.0386316047010693,VGT,MDYG,-4.675845515129833,SP400,Technology
NNN,49.9900016784668,49.9900016784668,49.9900016784668,-3.4745307694077763,7.460002899169922,0.8776089942858063,VNQ,MDYG,-3.1219821557705014,SP400,Real Estate
CLW,44.72999954223633,44.72999954223633,44.72999954223633,-3.491018423429554,10.019998550415039,0.741001554241121,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
MEI,49.66999816894531,50.20000076293945,50.20000076293945,-3.4935704809612282,10.110000610351562,1.056125716117165,VGT,SLY,-4.675845515129833,SP600,Technology
HAYN,38.36000061035156,49.7599983215332,49.7599983215332,-3.4981751405625565,10.959999084472656,0.5318817913164944,VIS,SLY,-4.796058856279677,SP600,Industrials
AIN,92.41999816894531,93.43000030517578,93.43000030517578,-3.50038978195366,12.849998474121094,0.9045633425437495,VCR,SLY,-4.922557664121128,SP600,Consumer Cyclical
WRLD,172.14999389648438,265.75,265.75,-3.501581662237811,101.14000701904297,1.0933049072736067,VFH,SLY,-5.109939700201536,SP600,Financial Services
JJSF,180.0,180.0,180.0,-3.5076810005773087,40.36000061035156,1.265446976664439,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
PUMP,13.989999771118164,16.924999237060547,16.924999237060547,-3.5091856848745016,3.810000419616699,1.2991521719786023,VDE,SLY,0.398770805657576,SP600,Energy
SIX,47.2400016784668,47.2400016784668,47.2400016784668,-3.5181696128313473,22.290000915527344,1.5062876481988845,VCR,MDYG,-4.922557664121128,SP400,Consumer Cyclical
BDX,258.55609130859375,277.2900085449219,277.2900085449219,-3.5195825460603327,29.419998168945312,0.7651090559681089,VHT,SPY,-3.4557028891925015,SP500,Healthcare
IT,240.8699951171875,369.0,369.0,-3.5235515082965705,79.18998718261719,1.044261564548312,VGT,SPY,-4.675845515129833,SP500,Technology
FUL,70.58000183105469,81.7300033569336,81.7300033569336,-3.524703942914938,14.370002746582031,0.6726176409506338,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
