,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,50tdBOLU,200tdSDev,50tdMA-TP,200td_upper,50tdBOLD,200tdSMA,200td_lower,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf_50td,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst_50td,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_20td_tvf_vel,sector_50td_tvf_vel,sector_risk_trend_factor,sell_volume_pct,sharesOutstanding,shortName,shortRatio,tau_50td,tau_50td_p,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
KNX,KNX,-0.008155455917586773,-0.00023394101929807842,0.9787049198157264,2022-09-16,46.932317572900146,35,-0.00023394101929807842,0.9787049198157264,40.265438476896676,37.55582602811078,False,63.25991262009423,48.828659073503204,55.54809606560278,4.8227494440795455,49.151889419555665,62.43097650733023,42.75568277350855,52.78547761917114,43.13997873101205,32253000.0,5439810.4831085075,0.16866060469130026,0.08606167170137032,1.9597644498069255,32253000.0,5439810.4831085075,0.16866060469130026,0.04303083585068516,3.919528899613851,56.119998931884766,2022-08-11,MDYG,62.290000915527344,62.290000915527344,51.16999816894531,SP400,Industrials,VIS,0.9910874873518636,1.195828,0.6528906599746528,1.335,1006104.50702094,-534895.4929790602,32.578,0.48,0.0087,0.467,0.436,1800284032,0.2484,1654732800,error,11.488799,616101504,0.33187,1967951000,0.91076,,Trucking,error,,1505088000,0:1,9361634304,471209.0140418798,1450632960,0.16070999,0.082100004,1.2,1.4881155,1.2917188,0.122609995,1.12,0.07506,0.1396,0.491,43.946,13.010002136230469,-0.5680247494937684,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.34710934002534727,165956992,Knight-Swift Transportation Hol,5.57,0.6320947852395326,9.504679574914637e-11,,198020992,1.22,2160367104,7247424000,0.36,0.0064148256,error,14.998671,0.8627715050897665,0.7174882260024373,0.6692057509426165
POR,POR,-0.009346344736959219,-0.00011178298855840652,0.989768095978071,2022-11-04,49.333871829014925,84,-0.00011178298855840652,0.989768095978071,51.48250946432404,58.13680090266798,False,58.15019351467697,48.40726561650499,53.677027107996366,2.46856655986399,49.412217534383146,55.15957574668111,45.147407960769925,50.222442626953125,45.28530950722514,18671400.0,6998787.9820070965,0.3748400217448663,0.1477855940047407,2.5363772718797075,18671400.0,6998787.9820070965,0.3748400217448663,0.07389279700237035,5.072754543759415,53.59000015258789,2022-08-11,MDYG,57.029998779296875,57.029998779296875,51.599998474121094,SP400,Utilities,VPU,0.9270523413126185,0.516815,0.16822463225594844,0.872,80865.58072543441,-399834.4192745656,131.629,1.81,0.0353,1.007,1,803000000,0.32549998,1663891200,error,19.451958,71000000,0.52696,1264000000,0.97089994,,Utilities—Regulated Electric,error,,,,4887128576,-318968.8385491312,707000000,0.16254999,0.7414,6.15,1.8269327,1.9810005,0.097279996,0.413,0.02655,0.0889,0.101,27.608,9.459999084472656,-0.5169129015009585,0.46803970155963065,0.9360794031192613,-1.0683039927748268,-0.8317753677440516,89409600,Portland General Electric Co,1.54,0.5863618292015303,1.899476410582524e-09,,91000000,1.02,3604000000,2467000064,1.675,0.03125583,error,21.435295,1.281148811293738,0.9606738070113239,1.08484420110345
ODFL,ODFL,-0.010276915498926547,-0.00012296967200942088,0.9887498560652271,2022-11-04,258.1742730214596,84,-0.00012296967200942088,0.9887498560652271,1715.3010351355513,2601.0177619797773,False,357.5844926084136,269.51662330794215,311.04501724593945,37.00279616526728,267.8302012125651,375.0266927181078,224.61538517919075,301.02110038757326,227.0155080570387,17822000.0,4564359.867305517,0.25610817345446735,0.14494785427325377,1.7668986873835029,17822000.0,4564359.867305517,0.25610817345446735,0.07247392713662688,3.5337973747670057,315.3900146484375,2022-08-11,SPY,373.5799865722656,373.5799865722656,280.1600036621094,SP500,Industrials,VIS,0.9580430562490924,1.038226,0.06823441863005468,1.925,58142.5481146696,-793957.4518853305,2.811,1.2,0.0038,0.429,0.395,1937838976,0.32432,1662422400,error,25.742014,658114368,0.38573003,2000794000,0.74579,,Trucking,1653955200,0.3,1585094400,3:2,35252379648,-735814.9037706609,1520368000,0.27953,0.0928,,9.920775,5.8998494,0.20774001,1.786,0.22381,0.35678002,0.264,52.21,92.02000427246094,-0.8818727352049697,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.9317655813699454,111774000,"Old Dominion Freight Line, Inc.",4.51,0.6016326530612245,7.05276186953451e-10,,420524992,3.762,99955000,5975132160,1,0.0031706775,error,29.265364,1.1705233768829515,5.438666271814542,8.24698830392303
NDSN,NDSN,-0.016313331319102595,-0.00019578867346159434,0.9821469664240112,2022-11-04,206.88732225550135,84,-0.00019578867346159434,0.9821469664240112,815.3161617842568,724.337942640866,False,266.77034175015024,206.16302786281935,237.15010545387628,19.329004958498263,213.48200032552083,268.1079209582563,189.81389519716538,229.44991104125975,190.79190112426323,3644300.0,1138954.1315744738,0.312530288827614,0.1636980406003346,1.9091877195442448,3644300.0,1138954.1315744738,0.312530288827614,0.0818490203001673,3.8183754390884896,238.5,2022-08-11,SPY,272.2799987792969,272.2799987792969,229.8000030517578,SP500,error,error,0.9691846563725257,error,0.18027154393904793,error,43643.7407876435,-198456.2592123565,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,-154812.518424713,error,error,error,error,error,error,error,error,error,error,error,error,46.02000427246094,-1.2790090209872986,error,error,error,-0.819728456060952,error,error,error,0.47102040816326524,1.3893740222401664e-06,error,error,error,error,error,error,error,error,error,0.7446725826396358,3.41851640161114,3.0370563632740715
MPWR,MPWR,-0.016690548057841162,-0.00020035379282867805,0.981734478480015,2022-11-04,456.9056077378081,84,-0.00020035379282867805,0.981734478480015,4529.3860047007665,3583.041373516596,False,600.0870770894048,436.5369526451124,528.8515916148568,54.37124306536462,434.2873659261068,562.1728878946452,339.72314023735686,453.430401763916,344.6879156331868,10995600.0,4216409.482343431,0.3834633382756221,0.18158936782726437,2.11170589370843,10995600.0,4216409.482343431,0.3834633382756221,0.09079468391363218,4.22341178741686,517.969970703125,2022-08-11,SPY,580.0,580.0,470.739990234375,SP500,Technology,VGT,0.8905842552717677,1.10858,0.02942232879553606,5.234,12339.724696847825,-407060.27530315216,0.354,3,0.0058,1.043,1.079,434214016,0.28972,1656460800,error,39.092594,185196624,0.5805,685459000,0.95605004,,Semiconductors,1656460800,0.75,,,24692895744,-394720.5506063043,358663008,0.26655,0.3879,1.8,17.350494,16.475725,0.22398001,3.711,0.15809,0.26743,0.572,32.369,193.37002563476562,-0.3973215490497761,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.9705776712044639,46789000,"Monolithic Power Systems, Inc.",2.47,0.2702040816326531,0.005626870055114956,,811878976,17.352,5037000,1498744064,2.7,0.0052126576,error,75.82615,1.2594266955230002,8.744495358586702,6.917469305513504
SNPS,SNPS,-0.01716397689467008,-0.000824088131780143,0.9269576820640695,2022-09-02,323.2855236706806,21,-0.000824088131780143,0.9269576820640695,1062.5071927879019,748.8092802061134,False,413.13386752927084,334.7173274439996,379.5503482694194,27.192955369004157,326.6196014404297,376.0376607685259,273.68885461144,321.6517500305176,267.26583929250927,18309000.0,5897683.174714525,0.3221193497577435,0.119777219894303,2.689320640786258,18309000.0,5897683.174714525,0.3221193497577435,0.0598886099471515,5.378641281572516,377.010009765625,2022-08-11,SPY,377.6000061035156,377.6000061035156,300.9100036621094,SP500,Technology,VGT,0.9664050555716919,1.220008,0.467764014417341,1.248,425712.02952122205,-484387.970478778,12.124,,,0.524,0.511,1309953024,0.27526,,error,39.94197,1466813312,0.8116,3390877000,0.91694,,Software—Infrastructure,,,1064361600,2:1,58960756736,-58675.940957555955,1698027008,0.24131,0,,10.595123,12.389231,0.21192,1.088,0.08180001,0.18812001,0.249,31.111,95.3900146484375,0.7854072955524132,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.532235985582659,152970000,"Synopsys, Inc.",2.3,0.5363265306122449,3.8913812495415826e-08,,1720520960,11.247,680262016,4759032832,0,0,error,59.850933,1.0733822510858202,2.8182466387256624,1.9861787772468535
CDNS,CDNS,-0.02366798636070848,-0.00028510902140221894,0.9741073460238697,2022-11-04,159.6336879405768,84,-0.00028510902140221894,0.9741073460238697,400.8241391482696,363.2957507850854,False,207.77161677793598,156.22912118233268,189.70707401167357,15.478982747361881,161.88906667073567,192.4745654550509,134.07105932979778,161.51659996032714,130.55863446560338,34662100.0,6701870.517066499,0.19334865795974562,0.09479735224294628,2.039599771354715,34662100.0,6701870.517066499,0.19334865795974562,0.04739867612147314,4.07919954270943,186.35000610351562,2022-08-11,SPY,192.6999969482422,192.6999969482422,153.17999267578125,SP500,Technology,VGT,0.9395833033096299,1.154534,0.24468240526808469,1.59,410332.39363457804,-1266667.606365422,13.256,,,0.214,0.199,1134055936,0.34541,,error,41.13943,1002527104,0.89742,2681238000,0.8862,,Software—Application,,,879724800,2:1,51714875392,-856335.212730844,1173288960,0.30332002,0,2.58,19.698519,15.751277,0.23608999,1.386,0.14673,0.30149,0.177,12.044,50.19999694824219,0.40776958132859076,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.7553175947319153,273870016,"Cadence Design Systems, Inc.",2.47,0.5869387755102041,1.8062916174202528e-09,,1029544000,3.759,347999008,3283217920,0,0,error,66.72438,1.1168076256294883,2.150920987497128,1.949534418492469
RS,RS,-0.025873316421738145,-0.00031202176967382034,0.9716977475495907,2022-11-04,170.58838195877843,84,-0.00031202176967382034,0.9716977475495907,473.0580485336496,493.41265961246233,False,213.40061374695125,166.18783892515435,199.52714883131057,15.837588958371496,180.70713358561198,205.58808380053205,161.8871183399134,173.91290588378905,142.23772796704606,7294200.0,1748263.6658816389,0.2396786029834168,0.12321326561081349,1.9452337521876546,7294200.0,1748263.6658816389,0.2396786029834168,0.06160663280540674,3.890467504375309,194.07000732421875,2022-08-11,MDYG,211.66000366210938,211.66000366210938,181.2100067138672,SP400,Basic Materials,VAW,0.8691823496893338,0.811834,0.01006097373769626,3.016,2723.505590794378,-267976.4944092056,27.224,3.5,0.0184,0.801,0.741,2863800064,0.16843,1660780800,error,12.504755,584062528,0.31468,4504000000,0.86547,,Steel,error,,1153353600,2:1,12355467264,-265252.98881841125,1210200064,0.15471,0.1033,0.38,2.1095195,0.72665966,0.11251,1.54,0.17009,0.30675,0.369,273.09,38.70001220703125,-0.5767437990981941,0.7764233197538011,1.5528466395076022,-3.703902780697754,-0.9899390262623038,62654500,Reliance Steel & Aluminum Co.,2.25,0.2146938775510204,0.027809903908173235,,504500000,8.288,1868400000,17003100160,2.688,0.013850672,error,11.358792,0.9886557873894609,2.437563923740909,2.5424467511260174
QLYS,QLYS,-0.027403604225576163,-0.000991868015653652,0.9127464550319266,2022-09-09,123.4367124739377,28,-0.000991868015653652,0.9127464550319266,268.1291567198325,184.9162739755262,False,164.82069239924172,123.11294841434382,140.2498108617784,8.128073718315688,128.1992665608724,146.39344754649466,116.14872225996636,130.13730010986328,113.8811526732319,7708800.0,1758283.0847663877,0.22808778081755757,0.10259549903542692,2.223175314336132,7708800.0,1758283.0847663877,0.22808778081755757,0.05129774951771346,4.446350628672264,145.38999938964844,2022-08-11,MDYG,150.10000610351562,150.10000610351562,142.94000244140625,SP400,Technology,VGT,0.11884273535960127,0.750532,0.20035130061678735,1.799,74230.15687851972,-296269.8431214803,10.624,,,109.079,110.447,159724000,0.37333,,error,44.87988,177211872,0.78552,321733000,0.92480004,,Software—Infrastructure,error,,,,5802261504,-222039.6862429606,221802000,0.28965,0,4.98,14.413154,13.561882,0.22472,1.715,0.10029,0.23343,0.172,10.977,35.920005798339844,-0.1940427437184414,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.7996486993832127,38824100,"Qualys, Inc.",5.51,-0.007346938775510204,0.9399889743479378,,457137984,11.772,45328000,427836000,,,error,82.93562,1.0172185761241812,1.8442063267449393,1.2718637784703917
HUM,HUM,-0.028500107023569806,-0.00037543756187996546,0.9660431846415509,2022-10-28,440.3746133920474,77,-0.00037543756187996546,0.9660431846415509,1727.447134122562,1407.556089258553,False,525.152974714314,424.166595884136,507.4150437545749,27.07938785028016,467.1391796875,496.04638907336306,426.8633156204251,441.8876133728027,387.7288376722424,16404800.0,3121814.6758883074,0.19029885618162412,0.04818862290962003,3.949041178008725,16404800.0,3121814.6758883074,0.19029885618162412,0.024094311454810016,7.89808235601745,484.07000732421875,2022-08-11,SPY,490.7699890136719,472.67999267578125,472.67999267578125,SP500,Healthcare,VHT,0.7283208444803981,0.776738,0.6092572616549317,1.526,404790.5246435366,-259609.4753564634,85.248,3.15,0.0063,0.204,0.184,4871000064,0.05382,1656460800,error,17.924965,4852874752,0.1882,14994000000,0.96623003,,Healthcare Plans,1656460800,0.788,681004800,3:2,62882152448,145181.0492870732,4000000000,0.049990002,0.121400006,1.38,4.05951,0.6947383,0.03472,1.209,0.06663,0.20723,0.146,709.078,78.76998901367188,0.20413926431589205,0.7681507103776002,1.5363014207552004,-5.465067267166896,-0.39074273834506834,126554000,Humana Inc.,1.77,0.6228571428571429,1.7434926942929747e-10,,18190000128,143.733,13221999616,90511998976,2.975,0.006145805,error,20.280817,0.9204575042901721,3.5685894766984774,2.9077531513242563
BDC,BDC,-0.029847449644879554,-0.0004808677022828389,0.9567143004035511,2022-10-14,53.60667930783898,63,-0.0004808677022828389,0.9567143004035511,113.77424430571101,102.94525111486992,False,80.25686048567607,55.597391866011165,69.21892438567482,5.0763390769758105,58.340066833496095,68.46649294658468,47.461209281317366,58.31381479263305,48.161136638681434,5266800.0,1316325.0822822296,0.24992881489371715,0.14247810975237485,1.7541558863188897,5266800.0,1316325.0822822296,0.24992881489371715,0.07123905487618742,3.5083117726377795,68.12000274658203,2022-08-11,MDYG,68.87000274658203,68.87000274658203,56.2400016784668,SP400,error,error,0.9390320316415576,error,0.5914009368565264,error,116979.10531022093,-80820.89468977907,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,36158.21062044185,error,error,error,error,error,error,error,error,error,error,error,error,20.610000610351562,0.5036390470993864,error,error,error,-0.4085990631434736,error,error,error,0.5771428571428571,3.3399030028955326e-09,error,error,error,error,error,error,error,error,error,0.9213541006681815,1.6702031667404726,1.511233807459517
KNSL,KNSL,-0.031281665512328145,-0.00045391674616923616,0.9590905173029951,2022-10-21,230.38961692130442,70,-0.00045391674616923616,0.9590905173029951,2183.719706903024,2655.1369758770475,False,308.344013163304,231.86876661824815,259.02479672417735,17.258015508669445,230.47690043131513,251.22173101428714,201.9290041384529,216.70569999694825,182.18966897960937,2050800.0,785580.4038336441,0.3830604660784299,0.18196046039261948,2.1051851883199966,2050800.0,785580.4038336441,0.3830604660784299,0.09098023019630974,4.210370376639993,276.1099853515625,2022-08-11,MDYG,245.3800048828125,245.1699981689453,225.6999969482422,SP400,Financial Services,VFH,0.9771958385986421,0.855225,0.74216196007512,0.246,90395.32673714962,-31404.67326285039,6.744,0.52,0.002,-0.245,-0.24,179743008,0.25396,1653609600,error,32.78125,430799488,0.20825,164762000,0.87144,,Insurance—Property & Casualty,1653609600,0.13,,,6006521344,58990.65347429923,490748000,0.25018,0.077,2.38,9.4729805,8.486651,0.20321,0.151,0.05527,0.22763,0.17,31.119,75.92001342773438,1.4762899925112964,0.6377706686037307,1.2755413372074613,-4.08847067534876,-0.25783803992488,22903800,"Kinsale Capital Group, Inc.",7.73,0.46122448979591835,2.2882268908216074e-06,,131660000,5.748,42759000,707761024,0.48,0.00183718,error,42.094704,0.7695188255496931,7.908876254955284,9.616229461952786
CHRW,CHRW,-0.036473017930289384,-0.0005306418354515952,0.9523411036994381,2022-10-21,100.76790636069458,70,-0.0005306418354515952,0.9523411036994381,101.3447011458618,99.54110894426347,False,123.93637552119594,102.35720017815858,113.65238828412883,5.813014687435758,103.740466410319,113.72407937792327,93.82854453650917,102.09805000305175,90.47202062818023,25851000.0,8862548.336203549,0.3428319344011276,0.17380037116802666,1.9725615779593741,25851000.0,8862548.336203549,0.3428319344011276,0.08690018558401333,3.9451231559187483,117.43000030517578,2022-08-11,SPY,115.98999786376953,112.1500015258789,104.3499984741211,SP500,Industrials,VIS,0.8883660123615488,0.756811,0.5287012963065405,1.483,711684.8149582342,-634415.1850417658,127.755,2.2,0.0187,0.854,0.797,1475206016,0.05592,1661990400,error,17.662651,63397376,0.074310005,1608479000,0.99277,,Integrated Freight & Logistics,1654128000,0.55,1129507200,2:1,14528998400,77269.6299164684,253686000,0.053579997,0.2599,2.43,7.149476,0.5507587,0.04153,1.452,0.13219,0.55357,0.229,202.515,25.150001525878906,0.7872764155256198,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.47129870369345944,123883000,"C.H. Robinson Worldwide, Inc.",8.07,0.0947325517930049,0.33186835013596294,,238924992,1.929,2622060032,26379970560,2.16,0.018393937,error,14.113116,1.0492042904305932,0.8630222335219988,0.8476633627316456
KDP,KDP,-0.038627256975408975,0,1,2022-08-12,35.64653659896898,0,0,1,6.617397370281278,4.597704720841049,False,40.28914501405918,34.57905899949317,39.323525852976054,1.3884633413915517,36.455799992879236,39.498684132886865,33.58807413278242,36.72175745010376,33.94483076732065,135141700.0,28271198.155395932,0.20919670357407028,0.11392450818776959,1.8362748007590581,135141700.0,28271198.155395932,0.20919670357407028,0.05696225409388479,3.6725496015181163,39.02000045776367,2022-08-11,SPY,39.349998474121094,39.349998474121094,37.11000061035156,SP500,Consumer Defensive,VDC,0.816158208345169,0.55978,0.036698082502441054,0.558,261349.06434938422,-6860250.935650615,52.227,0.75,0.019199999,-0.516,-0.513,3579000064,0.26965,1656547200,error,21.358694,2077500032,0.53093,7003000000,0.5534,,Beverages—Non-Alcoholic,1656547200,0.188,,,55651549184,-6598901.871301231,3073999872,0.21593,0.4934,3.29,2.191735,4.1928387,0.16394,0.299,0.0352,0.08764,0.132,9.361,6.720001220703125,0.1860124386356102,0.1380630498283461,0.2761260996566922,-2.6008356844880565,-0.9633019174975589,1416070016,Keurig Dr Pepper Inc.,2.33,0.7219273774570372,1.4162875026490197e-13,,552000000,0.39,13260999680,13272999936,0.75,0.019220913,error,25.855263,1.0650716092074417,0.16958988448614018,0.11782943790115359
MSI,MSI,-0.04020704773941616,-0.0005860809375755061,0.947493451861946,2022-10-21,211.76517700381942,70,-0.0005860809375755061,0.947493451861946,926.3140833302751,1028.8244553876275,False,267.01798430629293,218.62604740800978,248.03685382200476,18.03474897976681,220.19292887369792,267.4753075145873,192.3490039253911,231.4058095550537,195.3363115955201,14783700.0,4707767.569841657,0.318443121129464,0.12366122624219081,2.5751250477315533,14783700.0,4707767.569841657,0.318443121129464,0.061830613121095404,5.1502500954631065,252.27999877929688,2022-08-11,SPY,273.6499938964844,273.6499938964844,231.88999938964844,SP500,Technology,VGT,0.9839647453955632,0.928832,0.058560725823080625,1.16,47563.021513506086,-764636.9784864939,,3.16,0.0123000005,-0.213,-0.222,2236000000,0.26433,1655164800,error,23.185688,1031124992,0.48256,4048000000,0.89102995,,Communication Equipment,1655164800,0.79,1294099200,10000:40425,42717552640,-717073.9569729879,1240999936,0.21219999,0.4432,2.27,,5.049953,0.14222,0.801,0.098400004,,0.086,50.261,59.760009765625,-0.3739957696188776,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.9414392741769194,166884992,"Motorola Solutions, Inc.",2.17,0.5248979591836734,7.506580497413962e-08,,717000000,4.296,6415000064,8458999808,3.08,0.012208656,error,36.830215,0.8849055358916642,3.6717698105772,4.078105519128681
JKHY,JKHY,-0.040694716619609786,0,1,2022-08-12,186.58379114152547,0,0,1,252.71263475997048,379.8460558177157,False,215.68055723556165,182.48068556199613,213.43260911695452,15.651427138001266,190.30040049235026,209.74450466662753,167.168191867746,178.441650390625,147.13879611462247,8367000.0,1593016.352256578,0.19039277545793928,0.10410514914075963,1.828850705554544,8367000.0,1593016.352256578,0.19039277545793928,0.05205257457037982,3.657701411109088,206.88999938964844,2022-08-11,SPY,205.3699951171875,205.3699951171875,179.97999572753906,SP500,Technology,VGT,0.9472275148719979,0.583652,0.21914227951633114,1.471,159360.265664276,-567839.734335724,20.995,1.96,0.010299999,0.224,0.186,520670016,0.27253,1653523200,error,36.50669,266972624,0.41548002,694826000,0.93648005,,Information Technology Services,1653523200,0.49,983750400,2:1,13911502848,-408479.46867144806,497211008,0.24451,0.384,2.74,10.469376,7.281607,0.18809,0.898,0.13024001,0.27181998,0.103,25.945,41.91999816894531,0.7144564292757644,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.7808577204836689,72861800,"Jack Henry & Associates, Inc.",4.06,0.6359183673469387,7.209918729541559e-11,,39797000,0.546,278948000,1910498944,1.87,0.009843142,error,39.205338,0.7862205899748516,1.2214830852409715,1.835980747925513
CSL,CSL,-0.04268926970403995,-0.0005192371518031313,0.9533413791608956,2022-11-04,268.5835267428837,84,-0.0005192371518031313,0.9533413791608956,450.4307308885743,432.29343638721184,False,335.9883252880179,264.24474255804205,304.4861246630116,17.67741860278161,261.67899861653643,279.545949342404,218.87187257006127,244.19111213684081,208.8362749312776,9347600.0,2381884.7885471587,0.2548124426106336,0.1225266162909753,2.079649714683273,9347600.0,2381884.7885471587,0.2548124426106336,0.06126330814548765,4.159299429366546,311.2699890136719,2022-08-11,MDYG,275.1300048828125,275.1300048828125,207.72000122070312,SP400,Industrials,VIS,0.9866644638975747,0.979991,0.4153592270161676,2.01,132416.52157275422,-186383.47842724578,101.906,2.16,0.0073,2.065,2.036,1286700032,0.21320999,1652659200,error,24.491379,467475008,0.31371,1324400000,0.9326,,Building Products & Equipment,error,,1174348800,2:1,16339461120,-53966.95685449155,485800000,0.17477,0.1558,1,6.377625,2.7075398,0.12681,1.279,0.09826,0.27735,0.568,115.72,85.44999694824219,2.057694117428573,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.5846407729838324,52284600,Carlisle Companies Incorporated,2.35,0.5281632653061225,6.230276847806962e-08,,353200000,6.849,2929900032,6034800128,2.115,0.006794744,error,44.650665,1.4738870740474386,1.4470740732695246,1.38880538325275
RJF,RJF,-0.04289084006162187,-0.000626058647918537,0.9440129140325907,2022-10-21,90.27810146820022,70,-0.000626058647918537,0.9440129140325907,229.26518121644247,167.21546791651392,False,116.17629252954937,90.52557585454852,104.13337448092811,6.797955341156004,93.65682723999024,113.37437557183837,83.18027999905236,99.77846488952636,86.18255420721435,19876000.0,7488478.019878507,0.3767598118272543,0.15917330883330916,2.3669785756719297,19876000.0,7488478.019878507,0.3767598118272543,0.07958665441665458,4.733957151343859,107.44000244140625,2022-08-11,SPY,117.37000274658203,117.37000274658203,93.58000183105469,SP500,Financial Services,VFH,0.9445915213683566,1.103022,0.7213147559846912,,682075.233259124,-263524.766740876,46.87,1.36,0.0138,-0.05,-0.02,,0.0,1656547200,error,13.893266,,0.9413,9254000000,0.78220004,,Capital Markets,error,,1632268800,3:2,22541752320,418550.46651824797,,0.18499,0.18270001,1.52,2.728384,2.083919,0.13858,,,,0.065,52.149,22.779998779296875,-0.26338895177874083,0.6377706686037307,1.2755413372074613,-4.08847067534876,-0.2786852440153088,206162000,"Raymond James Financial, Inc.",2.04,0.4187755102040816,1.777325514253631e-05,,26434000896,122.664,4035000064,10817000448,1.04,0.00967982,error,16.491703,0.9318124589671899,2.1338903202415236,1.556361356262133
CR,CR,-0.04657650375541688,-0.0005676494430595369,0.9491024060489899,2022-11-04,88.547738156175,84,-0.0005676494430595369,0.9491024060489899,420.8925323919238,418.33871121167243,False,115.49474507827564,83.66931590461627,102.5317557469412,6.058375812936644,92.38966639200848,110.99402732167407,82.24757703707576,98.87727569580078,86.76052406992748,3583700.0,1087852.4047312173,0.3035556560904142,0.05938296493163668,5.111830580367213,3583700.0,1087852.4047312173,0.3035556560904142,0.02969148246581834,10.223661160734427,102.83000183105469,2022-08-11,MDYG,114.87000274658203,114.87000274658203,104.4000015258789,SP400,Industrials,VIS,0.9467234518597292,1.578969,0.7713194111767594,2.045,111995.57850286546,-33204.42149713454,50.999,1.88,0.019,1.111,1.028,561800000,0.1741,1661817600,error,14.548966,512100000,0.37852,1241000000,0.71748,,Specialty Industrial Machinery,error,,905817600,3:2,6194534912,78791.15700573093,338600000,0.13746999,0.1846,1.41,3.4257877,1.9197145,0.17795,1.366,0.06199,0.29494,0.085,56.07,21.279998779296875,-1.2053572837059356,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.22868058882324066,58727100,"Crane Holdings, Co.",3.1,0.40767987462085326,2.9883000405341513e-05,,650600000,11.597,962300032,3226800128,1.72,0.016726635,error,15.168249,0.6182165400756218,4.0930907799013,4.068255409534905
GEF,GEF,-0.05557833782223305,-0.0006805128285543027,0.939292363137562,2022-11-04,58.4035123238899,84,-0.0006805128285543027,0.939292363137562,126.02934641838138,143.9584548724537,False,78.83057806941123,57.82441152040021,72.2326229520748,3.812006837070797,64.34640007019043,69.72649130094213,56.46017718830604,62.102477626800535,54.47846395265894,3755200.0,509834.4967472991,0.13576760139201616,0.06115629296545175,2.2200103179686455,3755200.0,509834.4967472991,0.13576760139201616,0.030578146482725874,4.440020635937291,71.80000305175781,2022-08-11,MDYG,72.0,72.0,66.02999877929688,SP400,error,error,0.7822578289118154,error,0.5374151425190475,error,137094.60285660904,-118005.39714339098,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,19089.205713218063,error,error,error,error,error,error,error,error,error,error,error,error,15.5,0.34645228232106856,error,error,error,-0.46258485748095246,error,error,error,0.6233662211136494,1.7384133790135714e-10,error,error,error,error,error,error,error,error,error,1.0331427381021372,1.7552833016947333,2.004992322474968
