,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,200tdSMA,50tdBOLD,50tdBOLU,200td_lower,200tdSDev,200td_upper,50tdMA-TP,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf_50td,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst_50td,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_20td_tvf_vel,sector_50td_tvf_vel,sector_risk_trend_factor,sell_volume_pct,sharesOutstanding,shortName,shortRatio,tau_50td,tau_50td_p,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
EVRG,EVRG,0.047603256155413484,0.0013295957540446768,1.1300270397701557,2022-09-01,62.75430135482328,35,0.0013295957540446768,1.1300270397701557,42.06436298980493,32.672378857351006,False,75.46417527472606,63.63263701993239,65.69925662994385,60.13787203069943,71.31932808323286,60.18717924764548,2.7560386911491834,71.21133401224222,65.72860005696614,18483400.0,3774533.4504138404,0.20421207409967,0.10956965886953135,1.8637648068507073,18483400.0,3774533.4504138404,0.20421207409967,0.054784829434765675,3.7275296137014147,66.4000015258789,2022-07-27,SPY,73.12999725341797,73.12999725341797,66.52999877929688,SP500,Utilities,VPU,0.14602609792572196,0.485738,0.9743599775682408,0.508,1221555.1038773034,-32144.896122696504,125.192,2.29,0.0356,-0.369,-0.361,2208900096,0.42488998,1652918400,error,17.182539,-634837504,0.50044996,2656700000,0.85707,,Utilities—Regulated Electric,1652918400,0.573,548640000,2:1,14904595456,1189410.2077546068,1645400064,0.24023001,0.6293,3.61,1.6135443,2.866985,0.15592,0.066,0.0275,0.09127,-0.241,22.64,11.35000228881836,-1.1973555918913332,0.9773205895320964,1.9546411790641929,-1.575715646355189,-0.025640022431759196,229478000,"Evergy, Inc.",1.55,-0.30102312432500505,0.0020778167509551797,,22200000,0.097,11564600320,5198700032,2.215,0.034442544,error,18.451704,0.580760365852528,0.6334994280596613,0.4920538871466319
AJG,AJG,0.04750860708802872,0.0005527073241835545,1.0521493023935995,2022-10-20,163.7051710622163,84,0.0005527073241835545,1.0521493023935995,165.3683514830762,136.25942314873333,False,198.89699229099512,165.77197083476753,162.83136329650878,150.7016520547321,172.53161454683038,148.04834695703354,7.39150816973762,177.61437963598402,161.61663330078125,13628900.0,2967073.472325143,0.21770454492476596,0.12521866761429243,1.7385949640939735,13628900.0,2967073.472325143,0.21770454492476596,0.06260933380714621,3.477189928187947,173.30999755859375,2022-07-27,SPY,187.02000427246094,187.02000427246094,154.02999877929688,SP500,Financial Services,VFH,0.7102028176120481,0.671775,0.8685103934022883,1.053,1043949.4928695506,-158050.5071304495,72.073,2.04,0.0117999995,0.068,0.148,2155000064,0.26128,1654128000,error,20.260069,915137472,0.39115003,2942300000,0.85388,,Insurance Brokers,1654128000,0.51,979862400,2:1,36984569856,885898.9857391011,1920000000,0.19274999,0.43330002,2.26,4.1142244,4.4841194,0.116809994,0.868,0.029409999,0.12645,0.13,39.98,25.449996948242188,-0.3198434430067672,0.7893453090832622,1.5786906181665243,-5.094686029161568,-0.13148960659771172,210068000,Arthur J. Gallagher & Co.,2.21,0.4857142857142857,6.454718995113289e-07,,528600000,2.516,6517600256,8247900160,1.95,0.011251515,error,39.124443,0.7316976818797701,0.9541766419283885,0.7862179047268515
MCD,MCD,0.04651531234448459,0.0005906405251157043,1.0558254596915466,2022-10-13,250.15947143375575,77,0.0005906405251157043,1.0558254596915466,366.16154828601833,461.66456517543895,False,292.4987189475843,250.86361618844458,247.7837949371338,232.44787067019266,260.50405417518493,229.28736687776325,9.24821402968527,266.28022299650434,246.47596242268878,48958300.0,9388432.488541756,0.19176385798816045,0.1153173406413578,1.6629229994520496,48958300.0,9388432.488541756,0.19176385798816045,0.0576586703206789,3.325845998904099,258.8900146484375,2022-07-27,SPY,271.1499938964844,271.1499938964844,247.0500030517578,SP500,Consumer Cyclical,VCR,0.6812623262218532,0.611764,0.8045998515045396,,2187143.77634479,-531156.2236552099,,5.52,0.0225,-0.279,-0.282,11785624576,0.49595,1646006400,error,25.982246,,0.54545,12580200000,0.70074,,Restaurants,error,,920851200,2:1,196869160960,1655987.5526895802,,0.41678002,0.5639,3.21,,8.284379,0.29929,,,,0.106,31.879,27.740005493164062,-0.45709965351444387,1.0910313956050626,2.182062791210125,-7.000751321498066,-0.19540014849546036,747244992,McDonald's Corporation,2.21,0.5575510204081633,1.1087264308886254e-08,,4709499904,6.334,49353199616,23763900416,5.16,0.019931244,error,27.160824,0.8460034865111759,1.414351761628394,1.7832459309114774
CSL,CSL,0.043481787488521245,0.0005068307058913035,1.047720249300535,2022-10-20,253.68649694596806,84,0.0005068307058913035,1.047720249300535,370.0786382073061,276.25287017015216,False,316.3430665696985,248.02299358858238,239.6644236755371,230.56133454339914,271.81666248622327,212.42164756562755,13.621388054954782,266.90719978544666,251.1889985148112,6612800.0,3055676.1201608935,0.46208506535217964,0.21336210140718528,2.165731694169648,6612800.0,3055676.1201608935,0.46208506535217964,0.10668105070359264,4.331463388339296,271.54998779296875,2022-07-27,MDYG,275.1300048828125,275.1300048828125,202.35000610351562,SP400,Industrials,VIS,0.6566197719671379,,0.8831896570462242,,611078.9237102825,-80821.07628971747,109.341,2.16,0.008,2.065,2.036,1293799936,0.21439,1652659200,error,13.995134,,0.31396,1324400000,0.93325996,,Building Products & Equipment,1652659200,0.54,1174348800,2:1,14868489216,530257.8474205651,433800000,0.17557,0.2141,1,5.670571,2.4637916,0.12681,,,,0.568,115.72,43.02998352050781,1.441784133619242,1.1828732537949223,2.3657465075898445,-4.049073653497364,-0.11681034295377579,51698500,Carlisle Companies Incorporated,2.35,0.20653061224489797,0.03431853449729907,,,,,6034800128,2.16,0.007954337,error,28.702595,1.0271477458648386,1.362837985061727,1.017318661714575
AIT,AIT,0.04340027257477164,0.0005059002201259766,1.0476306087607108,2022-10-20,91.82197864901367,84,0.0005059002201259766,1.0476306087607108,173.95429978754683,102.34466608878014,False,118.94255466445814,85.82080500456286,99.36284954071044,86.88928317941091,108.21418321056305,91.35133082829003,4.005759356210209,107.37436825313085,97.55173319498698,2864900.0,692100.9092353511,0.2415794300797065,0.14533500481437722,1.6622246676790169,2864900.0,692100.9092353511,0.2415794300797065,0.07266750240718861,3.3244493353580338,97.4000015258789,2022-07-27,SLY,111.68000030517578,111.68000030517578,107.06999969482422,SP600,Industrials,VIS,0.29573324965959,1.390196,0.6644748895118444,2.789,71032.36568881616,-35867.634311183836,65.674,1.36,0.0128,0.232,0.218,382784992,0.10501,1652400000,error,16.540134,90220376,0.2917,942924000,0.95234,,Industrial Distribution,error,,1150416000,3:2,3803821568,35164.73137763233,172111008,0.09032,0.2195,1.42,3.8950148,1.0435424,0.065170005,1.771,0.08776,0.23365,0.166,94.614,19.540000915527344,-1.9564991779073986,1.1828732537949223,2.3657465075898445,-4.049073653497364,-0.33552511048815564,38457400,Applied Industrial Technologies,2.19,-0.4703961192480242,1.4476722623785258e-06,,188084000,4.892,721363008,3645104896,1.31,0.013449691,error,23.850979,0.9275652749566978,1.7859784092644768,1.050766575825848
FIX,FIX,0.04205917635084476,0.0004905814009790177,1.0461559242400147,2022-10-20,82.73977939277867,84,0.0004905814009790177,1.0461559242400147,180.54966956774567,143.64197119318314,False,114.83824579059471,80.55263557789304,89.42942684173585,77.49150768874047,94.43449216884419,77.37527519103682,6.027075825349516,101.48357849243487,85.96299992879233,2402300.0,769464.1998294878,0.3203031260997743,0.16919241927997827,1.8931292989536324,2402300.0,769464.1998294878,0.3203031260997743,0.08459620963998914,3.7862585979072647,92.58999633789062,2022-07-27,SLY,103.73999786376953,103.73999786376953,88.52999877929688,SP600,Industrials,VIS,0.48887701488137175,1.17745,0.6545436470321683,1.329,83781.58682011753,-44218.41317988246,61.371,0.56,0.0067000003,2.288,2.275,260816000,0.0793,1652400000,error,21.678413,18686376,0.18025999,563207000,0.96888,,Engineering & Construction,error,,,,3547184640,39563.17364023507,159232992,0.05686,0.0884,1.74,4.58087,1.0784695,0.06191,1.264,0.05809,0.25428,0.322,90.777,19.590003967285156,-0.9310873812799855,1.1828732537949223,2.3657465075898445,-4.049073653497364,-0.3454563529678317,36041300,"Comfort Systems USA, Inc.",4.29,0.1028991510855053,0.29187881753740663,,115615000,3.223,539089984,3289091072,0.46,0.0049681393,error,24.175877,0.6730240153974894,1.9499911082063548,1.5513767887946281
DNOW,DNOW,0.04123153417745396,0,1,2022-07-28,9.08236119337296,0,0,1,7.116394674913725,9.056061486861774,False,15.778176875024862,7.955729038731473,9.714949970245362,8.846866168387427,11.73146715223025,7.659490779305035,1.0277295954701637,11.77040916118569,10.289166660308839,12053200.0,3831044.6092572873,0.3178446063499558,0.19060354355963452,1.6675692403930105,12053200.0,3831044.6092572873,0.3178446063499558,0.09530177177981726,3.335138480786021,10.699999809265137,2022-07-27,SLY,12.550000190734863,12.550000190734863,11.869999885559082,SP600,error,error,0.590341990402852,error,0.8695643159978853,error,349651.81146274967,-52448.18853725031,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,297203.62292549934,error,error,error,error,error,error,error,error,error,error,error,error,3.2100000381469727,-1.5171341998004118,error,error,error,-0.13043568400211467,error,error,error,-0.29611513860231475,0.0024562550970626965,error,error,error,error,error,error,error,error,error,0.573406139689442,0.6650836263334915,0.8463609017095611
TWNK,TWNK,0.04012767503002685,0.0005622075518896263,1.0530687921170838,2022-10-06,21.430087895351,70,0.0005622075518896263,1.0530687921170838,5.334521554618837,5.374184309634046,False,25.660282274313325,20.565853934385263,20.459600019454957,19.505089718849337,22.230656969993436,17.430793904063865,1.5144030576955456,23.48840613484605,20.867873344421387,15464600.0,5108717.371699138,0.33034914396099074,0.09254669997121284,3.569539962675575,15464600.0,5108717.371699138,0.33034914396099074,0.04627334998560642,7.13907992535115,22.100000381469727,2022-07-27,SLY,24.270000457763672,24.270000457763672,17.229999542236328,SP600,Consumer Defensive,VDC,0.20888062426237047,0.67745,0.9467455487738813,2.379,965775.1343042363,-54324.865695763656,64.918,,,,,246310000,0.21568,,error,24.319149,96529376,0.35898998,409983000,1.0792401,,Packaged Foods,error,,,,3163298048,911450.2686084727,203028992,0.17454,0,2.09,1.7587321,2.769876,0.10446,2.068,0.03647,0.071440004,0.161,8.68,3.145000457763672,0.1685216564395598,0.788938781080057,1.577877562160114,-2.6761738823394112,-0.053254451226118674,138376992,"Hostess Brands, Inc.",4.08,0.12203177686744211,0.21250282724343594,,249159008,1.798,1115943040,1142035968,,,error,36.517574,0.5248375730858961,0.2413810616533606,0.24317575641945052
LKQ,LKQ,0.03401848575429573,0.0007968090416958784,1.0760288156524005,2022-09-08,47.99582566297102,42,0.0007968090416958784,1.0760288156524005,84.7000453720131,84.68880581033477,False,65.60472754937788,47.577572672699,51.90172132492066,47.08524405824415,53.64872022601693,43.1828958660734,4.359412729423629,60.620546783767914,50.36698214213054,29246100.0,7267405.617629604,0.24849144390635347,0.13372109743823815,1.858281517777136,29246100.0,7267405.617629604,0.24849144390635347,0.06686054871911908,3.716563035554272,53.66999816894531,2022-07-27,SPY,60.43000030517578,60.43000030517578,51.93000030517578,SP500,Consumer Cyclical,VCR,0.4027154536194202,,0.9814798680396446,,2351625.7638229886,-44374.236177011495,,1,0.019199999,,,,0,1652832000,error,12.771228,,0,5321981000,0.97103995,,Auto Parts,1652832000,0.25,1348012800,2:1,15315406848,2307251.527645977,,0,0.134,0.41,2.6926901,,0,,,,,44.093,7.549999237060547,-1.5602659071628906,1.0910313956050626,2.182062791210125,-7.000751321498066,-0.01852013196035538,282832992,LKQ Corporation,2.67,0.20416498231251054,0.03650228999830454,,,,,,0,0,error,14.5174265,0.7751686623452828,1.5781637462589384,1.5779543264329317
SNPS,SNPS,0.03329382139485728,0.000780103759261852,1.0743776530660585,2022-09-08,315.8963820773478,42,0.000780103759261852,1.0743776530660585,1061.0911819342218,798.1287396310663,False,404.8535466349815,323.99533247059844,318.1751998901367,278.66224612313687,342.72508826813913,268.849966548404,24.66261667086636,367.5004332318694,310.693667195638,16430800.0,5475252.734463981,0.333231049885823,0.17954774203184048,1.8559467588666683,16430800.0,5475252.734463981,0.333231049885823,0.08977387101592024,3.7118935177333365,353.5400085449219,2022-07-27,SPY,377.6000061035156,377.6000061035156,300.9100036621094,SP500,Technology,VGT,0.4314296298414721,1.167647,0.7386047967447865,1.193,830634.9544191869,-293965.045580813,10.771,,,0.932,0.932,1141699968,0.25348,,error,40.20399,1229830400,0.80888003,3390877000,0.90147,,Software—Infrastructure,error,,1064361600,2:1,55642759168,536669.9088383738,1474407936,0.21726999,0,2.04,10.48244,12.353728,0.20177999,1.046,0.07232,0.17663999,0.309,29.462,70.89999389648438,0.06361086253702247,1.2552541820737706,2.510508364147541,-5.514989083235574,-0.2613952032552134,153438000,"Synopsys, Inc.",1.68,0.34040816326530615,0.00048638297704754535,,1272046976,8.309,580604992,4504126976,,,error,75.39294,0.9805887656917887,3.0013326816995773,2.2575344242252955
CBT,CBT,0.032434983768840735,0.0004561050436446834,1.0428445226536394,2022-10-06,66.1791290326655,70,0.0004561050436446834,1.0428445226536394,89.64922457434358,66.58863397392277,False,89.18290946200572,60.802711136357615,63.221311492919924,58.86129057985622,77.90476019122124,48.64616562534151,7.287572933789206,77.79645736049834,68.38302538553873,5872300.0,2013276.026422702,0.3428428429103932,0.14740679353875985,2.3258279668110715,5872300.0,2013276.026422702,0.3428428429103932,0.07370339676937993,4.651655933622143,71.5,2022-07-27,MDYG,78.62000274658203,74.87000274658203,65.25,SP400,Basic Materials,VAW,0.2050179471446686,1.383993,0.8201743378674564,1.264,246052.30136023692,-53947.69863976309,125.422,1.48,0.0212,0.415,0.427,627000000,0.16156,1661385600,error,9.617606,-53000000,0.21360001,806000000,0.97353995,,Specialty Chemicals,1653523200,0.37,827712000,2:1,3945844224,192104.60272047383,132000000,0.12136,0.6316,0.78,4.2982726,1.0167081,0.03427,0.715,0.0896,0.16393,0.297,68.508,18.970001220703125,-0.2235110817250072,0.9035188094237426,1.8070376188474853,-3.5175753129383973,-0.17982566213254364,56433700,Cabot Corporation,4.01,-0.21142857142857144,0.030273140162198283,,215000000,3.81,1336999936,3880999936,1.44,0.020202022,error,30.666666,0.8476964119463214,1.253835308732078,0.9313095660688498
K,K,0.030097706285658783,0.0008476063929891975,1.0810650998634856,2022-09-01,68.61410903599335,35,0.0008476063929891975,1.0810650998634856,21.179865133471626,16.825661044034923,False,79.83298218095278,68.96868773995581,65.63678602218629,66.6980588727041,74.01860738706152,57.649951386285245,3.9934173179505215,73.62362065808733,70.35833312988281,47649600.0,10142504.66431759,0.21285602952212798,0.10655712987521136,1.9975766030053816,47649600.0,10142504.66431759,0.21285602952212798,0.05327856493760568,3.9951532060107633,72.20999908447266,2022-07-27,SPY,75.55999755859375,75.55999755859375,68.5999984741211,SP500,Consumer Defensive,VDC,0.29990779527349254,0.568627,0.8720359268446135,0.639,2011874.0868232078,-295225.91317679215,183.796,2.32,0.0318,1.127,1.112,2488999936,0.17552,1653955200,error,17.610579,1022374976,0.32417,4597000000,0.87353,,Packaged Foods,error,,872467200,2:1,24990672896,1716648.1736464156,1700999936,0.14259,0.51669997,6.88,7.1732106,1.7622645,0.10493,0.337,0.06987,0.38084,-0.013,41.552,7.989997863769531,-0.38673306183248746,0.788938781080057,1.577877562160114,-2.6761738823394112,-0.1279640731553865,341123008,Kellogg Company,9.29,0.3651962003116661,0.0001844944414963558,,300000000,0.878,7746999808,14181000192,2.3,0.031851545,error,19.972738,0.9838100698701121,0.2933093117574342,0.2330101268157051
KDP,KDP,0.02929251123024907,0,1,2022-07-28,36.59817785524939,0,0,1,7.132762355552472,6.851610786528233,False,41.60962771246076,35.00298955545215,36.49792070388794,34.103302204172735,37.227764436045376,33.798453965676124,1.3497333691059104,39.19738744209976,35.665533320109056,131860200.0,26173223.28229274,0.19849221586417082,0.09047333300305846,2.193930623263993,131860200.0,26173223.28229274,0.19849221586417082,0.04523666650152923,4.387861246527986,37.11000061035156,2022-07-27,SPY,39.349998474121094,39.349998474121094,37.11000061035156,SP500,Consumer Defensive,VDC,0.2055055136692282,,0.6375002384176696,,5157950.679013522,-2932949.3209864767,,0.75,0.0202,,,,0,1656547200,error,20.923912,,0,7003000000,0.53607,,Beverages—Non-Alcoholic,1656547200,0.188,,,54614175744,2225001.3580270456,,0,0.4464,3.25,2.186382,,0,,,,,8.959,4.0500030517578125,-1.1061709510551163,0.788938781080057,1.577877562160114,-2.6761738823394112,-0.3624997615823304,1418550016,Keurig Dr Pepper Inc.,1.1,0.5014291965595259,2.8034577867277183e-07,,,,,,0,0,error,22.916668,1.0602327035164343,0.19220593474102074,0.18462976755158086
PDFS,PDFS,0.023734449865769995,0.00027929097879209053,1.026024045422318,2022-10-20,23.511856318648025,84,0.00027929097879209053,1.026024045422318,24.28421139596062,18.72056125811252,False,34.052018324644806,21.5597890792739,26.0755500125885,19.136709218694328,25.885024154311857,19.035479086787564,3.5200354629004686,33.11562093838944,22.510866686503093,3232500.0,1553879.3911103508,0.48070514806198017,0.24067538214945772,1.99731748120157,3232500.0,1553879.3911103508,0.48070514806198017,0.12033769107472886,3.99463496240314,26.579999923706055,2022-07-27,SLY,33.779998779296875,33.779998779296875,23.5,SP600,Technology,VGT,0.8586874808095565,1.397549,0.7478995098589202,4.301,125048.79804841145,-42151.20195158855,3.195,,,,,-6265000,-0.05641,,error,95.71428,10810375,0.60208,66867000,0.72723997,,Software—Application,error,,,,1000854016,82897.5960968229,4243000,-0.14242,0,3.47,4.4703918,9.011831,-0.19348,4.123,-0.03522,-0.094639994,0.336,2.99,7.539999008178711,-1.5013261639950712,1.2552541820737706,2.510508364147541,-5.514989083235574,-0.2521004901410798,37345300,"PDF Solutions, Inc.",3.73,-0.05067433313831233,0.6039869638645443,,140226000,3.719,7016000,111060000,,,error,error,1.1900509111227124,0.9136272184223042,0.704310056879124
GTLS,GTLS,0.023709054737664634,0.0004185225563697603,1.0392465921706215,2022-09-22,136.69367821623683,56,0.0004185225563697603,1.0392465921706215,2934.0239066714034,3463.9870134584676,False,230.16877454422976,126.3092228566968,161.60525051116943,146.81221202355604,187.73152047969918,119.1946883506328,21.205281080268314,204.01581267170604,167.2718662516276,7742600.0,1929997.1500738568,0.24926990288454226,0.1496118774582768,1.6661103858820145,7742600.0,1929997.1500738568,0.24926990288454226,0.0748059387291384,3.332220771764029,169.3699951171875,2022-07-27,MDYG,206.2899932861328,206.2899932861328,167.38999938964844,SP400,Industrials,VIS,0.2936053520733207,1.507024,0.8734817251674631,1.262,278640.67032842076,-40359.32967157927,55.161,,,-0.603,-0.602,170700000,0.1234,,error,20.473358,-63387500,0.23596,326800000,1.21987,,Specialty Industrial Machinery,,,,,6049513984,238281.3406568415,-51800000,0.06441,0,0.45,3.6549864,4.373248,0.03159,0.697,0.01941,0.02823,0.227,38.77,47.92999267578125,-1.4992700102510554,1.1828732537949223,2.3657465075898445,-4.049073653497364,-0.1265182748325369,36614900,"Chart Industries, Inc.",15.28,-0.37403024759651926,0.00012749963195571898,,99700000,2.781,898800000,1383299968,0,0,error,147.51785,0.8809320706262754,17.3231622557546,20.4521881875342
CACI,CACI,0.02320771946667739,0.0006557153356492318,1.062161562052151,2022-09-01,265.975847624918,35,0.0006557153356492318,1.062161562052151,1441.0701525783081,1808.582795065821,False,336.71881679034544,269.8782952786033,277.12385040283203,259.3574632896602,296.3314722572148,247.45256626369707,14.835642069567477,306.795134541967,277.8444677734375,2552200.0,504840.0786569959,0.19780584541062451,0.0825073994899958,2.3974315835103845,2552200.0,504840.0786569959,0.19780584541062451,0.0412536997449979,4.794863167020769,292.1400146484375,2022-07-27,MDYG,313.5199890136719,313.5199890136719,270.5,SP400,Technology,VGT,0.4963737373057243,0.919114,0.45652194516315525,1.287,48436.978381810775,-57663.021618189225,73.872,,,-0.155,-0.207,619780992,0.10119,,error,14.395492,498206496,0.34465,2113428000,0.90349996,,Information Technology Services,,,1007683200,2:1,6578968576,-9226.04323637845,684712000,0.07977,0,6.56,2.2220817,1.0741776,0.06707,1.059,0.04867,0.14992,0.021,260.311,40.1300048828125,-0.5262878522867268,1.2552541820737706,2.510508364147541,-5.514989083235574,-0.5434780548368447,23412700,"CACI International, Inc.",3.15,0.4122448979591837,2.397344325031947e-05,,125074000,5.342,2187264000,6124656128,0,0,error,16.500294,0.7202265003123927,4.932806463751629,6.190808189156412
VRTX,VRTX,0.020950379690293897,0.0005925737392280528,1.0560131499175185,2022-09-01,257.76204672954316,35,0.0005925737392280528,1.0560131499175185,1775.948477314726,1715.9934737258734,False,323.767661635055,264.834572718512,239.35360076904297,246.67700107412952,301.8811340983965,171.06014305949566,34.14672885477366,307.6470584785903,274.279067586263,29570300.0,9107741.54288593,0.3080030146087774,0.13771156515566135,2.236580596993638,29570300.0,9107741.54288593,0.3080030146087774,0.06885578257783068,4.473161193987276,286.989990234375,2022-07-27,SPY,293.1700134277344,292.75,234.5800018310547,SP500,Healthcare,VHT,0.44598990301404556,0.494252,0.8360213951122669,4.752,1012171.1030624215,-198528.89693757845,7.999,,,0.189,0.167,3061199872,0.38516998,,error,18.187824,1882163968,0.47709,3619100000,0.9401,,Biotechnology,,,967075200,2:1,71821402112,813642.2061248431,2678700032,0.36848,0,2.54,6.58028,9.036867,0.30841,4.372,0.13881,0.2465,0.216,30.97,53.66999816894531,0.7540517388680065,1.336719993750928,2.673439987501856,-6.315260481113599,-0.16397860488773308,255756000,Vertex Pharmaceuticals Incorpor,1.94,0.5161290752860266,1.2449155842146235e-07,,8238099968,32.211,872499968,7947599872,0,0,error,29.747883,0.8159168046807446,6.188189615478815,5.9792798777562925
LLY,LLY,0.019431218069741803,0.0006875520563336401,1.0652750765644887,2022-08-25,304.50782645862944,28,0.0006875520563336401,1.0652750765644887,721.8479903123216,624.459387549162,False,368.715140157888,304.6624844961492,275.96657218933103,285.71706579972954,340.6015995648538,217.502806540976,29.231882824177514,334.43033783768607,313.1593326822917,42206800.0,8559671.534521341,0.20280313917476192,0.11305389609847011,1.793862451216366,42206800.0,8559671.534521341,0.20280313917476192,0.056526948049235054,3.587724902432732,328.94000244140625,2022-07-27,SPY,330.8500061035156,314.0,248.39999389648438,SP500,Healthcare,VHT,0.5714973392526188,0.430392,0.660212118932743,1.267,1084728.5114064969,-558271.4885935031,174.931,3.92,0.0134000005,0.409,0.404,10721399808,0.36563,1652400000,error,44.165554,4736287744,0.7556,21345300000,0.84303004,,Drug Manufacturers—General,error,,876960000,2:1,316440608768,526457.0228129937,8062499840,0.30993998,0.5245,5.44,38.681007,10.791623,0.20903,0.772,0.12117,0.74018997,0.148,32.376,52.220001220703125,1.791842304421893,1.336719993750928,2.673439987501856,-6.315260481113599,-0.33978788106725694,956592000,Eli Lilly and Company,1.74,0.5395918367346939,3.21747629815449e-08,,2571599872,2.857,16551999488,29322799104,3.29,0.010001824,error,50.503815,0.64665816166966,2.194467030323877,1.8983990481984516
FCN,FCN,0.019192483243362223,0.0009056780052871805,1.0868511558592358,2022-08-18,170.88517093994716,21,0.0009056780052871805,1.0868511558592358,288.68552036593695,370.495325938236,False,201.5554475360146,171.46252140272335,156.59109985351563,154.88076752733147,193.1244320576295,130.96654221301654,12.812278820249547,182.21565749401472,174.00259979248048,5187400.0,987685.689207027,0.19040091167194104,0.09477264582118373,2.0090281327714323,5187400.0,987685.689207027,0.19040091167194104,0.04738632291059187,4.018056265542865,182.02999877929688,2022-07-27,MDYG,178.13999938964844,170.64999389648438,147.3800048828125,SP400,Industrials,VIS,0.8338833144834157,,0.1596228996751235,,49052.11707016545,-258247.88292983457,,,,,,,0,,error,19.731823,,0,860715000,1.0779,,Consulting Services,,,1054771200,3:2,5706525184,-209195.76585966913,,0,0,3.06,3.508084,,0,,,,,82.9,29.989990234375,1.6645553325898126,1.1828732537949223,2.3657465075898445,-4.049073653497364,-0.8403771003248766,34470100,"FTI Consulting, Inc.",5.18,0.6048979591836735,5.705466571680457e-10,,,,,,0,0,error,25.989012,0.8513170276593971,1.5859227726302139,2.0353531199406576
BCOR,BCOR,0.008492526316696124,0,1,2022-07-28,16.298023304971146,0,0,1,29.520829509503358,28.02695600300148,False,25.361300987158778,15.222974150728218,17.892599959373474,15.845321693675618,19.68121156031201,15.197113859884917,1.3477430497442782,20.58808605886203,17.763266626993815,4746000.0,1032911.1473868251,0.21763825271530238,0.11725730542562925,1.8560741433150194,4746000.0,1032911.1473868251,0.21763825271530238,0.05862865271281462,3.712148286630039,19.65999984741211,2022-07-27,SLY,21.399999618530273,21.399999618530273,18.829999923706055,SP600,error,error,0.7383741712681747,error,0.8421063198630722,error,163115.99415747708,-30584.00584252293,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,132531.98831495416,error,error,error,error,error,error,error,error,error,error,error,error,3.6999988555908203,-0.7162163346418436,error,error,error,-0.15789368013692787,error,error,error,0.6124949469375316,3.521988357134748e-10,error,error,error,error,error,error,error,error,error,0.6861715448224265,1.501568145403076,1.4255827172191322
AMCR,AMCR,0.003972706504850096,0.00011328744922134426,1.0104763516920312,2022-09-01,11.884543656597572,35,0.00011328744922134426,1.0104763516920312,1.6177279165951186,1.6832607677699893,False,14.260716029168973,11.643719489504495,11.872305374145508,11.747494088128612,13.549616660162403,10.679130413411892,0.5965874803668084,13.065480334879124,12.648555374145507,168245500.0,57750364.53821039,0.3432505745366764,0.14927892334875983,2.299390743425589,168245500.0,57750364.53821039,0.3432505745366764,0.07463946167437992,4.598781486851178,12.880000114440918,2022-07-27,SPY,13.609999656677246,13.369999885559082,12.760000228881836,SP500,Consumer Cyclical,VCR,0.11545122265435936,0.414751,0.7777777777777778,1.256,7412533.333333333,-2117866.6666666665,157.955,0.48,0.0376,0.057,0.027,2098000000,0.15439999,1653350400,error,15.52381,737750016,0.20031999,2732000000,0.42751998,,Packaging & Containers,error,,,,19992537088,5294666.666666666,1342000000,0.10958,0.7661,2.02,4.288063,1.4713378,0.06984,0.586,0.054970004,0.20518999,0.13,8.864,2.0199995040893555,-0.5445543058642015,1.0910313956050626,2.182062791210125,-7.000751321498066,-0.2222222222222222,1533170048,Amcor plc,6.36,-0.1619635288487799,0.09761420393481156,,626000000,0.207,7137999872,13587999744,0.472,0.036645964,error,21.482702,1.172071037384359,0.12559999240848915,0.13068794664704508
